@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
44,1,303,176,0.632568,0.977778,0.126801,0.977778,0.873199,0.22449,0.662214,1.476529,0
44,1,302,177,0.63048,0.977778,0.127168,0.977778,0.872832,0.225064,0.660305,1.480796,0
44,1,301,178,0.628392,0.977778,0.127536,0.977778,0.872464,0.225641,0.658397,1.485089,0
44,1,300,179,0.626305,0.977778,0.127907,0.977778,0.872093,0.226221,0.656489,1.489406,0
44,1,299,180,0.624217,0.977778,0.12828,0.977778,0.87172,0.226804,0.65458,1.493748,0
44,1,298,181,0.622129,0.977778,0.128655,0.977778,0.871345,0.22739,0.652672,1.498116,0
44,1,297,182,0.620042,0.977778,0.129032,0.977778,0.870968,0.227979,0.650763,1.502509,0
44,1,296,183,0.617954,0.977778,0.129412,0.977778,0.870588,0.228571,0.648855,1.506928,0
44,1,295,184,0.615866,0.977778,0.129794,0.977778,0.870206,0.229167,0.646947,1.511373,0
44,1,294,185,0.613779,0.977778,0.130178,0.977778,0.869822,0.229765,0.645038,1.515845,0
44,1,293,186,0.611691,0.977778,0.130564,0.977778,0.869436,0.230366,0.64313,1.520343,0
44,1,292,187,0.609603,0.977778,0.130952,0.977778,0.869048,0.230971,0.641221,1.524868,0
44,1,291,188,0.607516,0.977778,0.131343,0.977778,0.868657,0.231579,0.639313,1.52942,0
44,1,290,189,0.605428,0.977778,0.131737,0.977778,0.868263,0.23219,0.637405,1.533999,0
44,1,289,190,0.60334,0.977778,0.132132,0.977778,0.867868,0.232804,0.635496,1.538605,0
44,1,288,191,0.601253,0.977778,0.13253,0.977778,0.86747,0.233422,0.633588,1.54324,0
44,1,287,192,0.599165,0.977778,0.132931,0.977778,0.867069,0.234043,0.631679,1.547902,0
44,1,286,193,0.597077,0.977778,0.133333,0.977778,0.866667,0.234667,0.629771,1.552593,0
44,1,285,194,0.59499,0.977778,0.133739,0.977778,0.866261,0.235294,0.627863,1.557312,0
44,1,284,195,0.592902,0.977778,0.134146,0.977778,0.865854,0.235925,0.625954,1.56206,0
